tags,p0_conflict,p0_bad_output,bad_output,total,both_bad_output,model_size,model,response_type,prompt_type
Stereotype,0,0,0,122,0,small,migtissera--Synthia-7B,4_options/option_probs,P1
Conspiracy,0,0,0,263,0,small,migtissera--Synthia-7B,4_options/option_probs,P2
Controversy,0,0,0,173,0,small,migtissera--Synthia-7B,4_options/option_probs,P2
Fact,0,0,0,142,0,small,migtissera--Synthia-7B,4_options/option_probs,P2
Fiction,0,0,0,83,0,small,migtissera--Synthia-7B,4_options/option_probs,P2
Misconception,0,0,0,102,0,small,migtissera--Synthia-7B,4_options/option_probs,P2
Stereotype,0,0,0,122,0,small,migtissera--Synthia-7B,4_options/option_probs,P2
Conspiracy,0,0,0,263,0,small,migtissera--Synthia-7B,4_options/option_probs,P3
Controversy,0,0,0,173,0,small,migtissera--Synthia-7B,4_options/option_probs,P3
Fact,0,0,0,142,0,small,migtissera--Synthia-7B,4_options/option_probs,P3
Fiction,0,0,0,83,0,small,migtissera--Synthia-7B,4_options/option_probs,P3
Misconception,0,0,0,102,0,small,migtissera--Synthia-7B,4_options/option_probs,P3
Stereotype,0,0,0,122,0,small,migtissera--Synthia-7B,4_options/option_probs,P3
Conspiracy,36,242,220,263,213,small,databricks--dolly-v2-7b,2_options,P1
Controversy,36,166,134,173,132,small,databricks--dolly-v2-7b,2_options,P1
Fact,24,135,115,142,113,small,databricks--dolly-v2-7b,2_options,P1
Fiction,16,69,67,83,60,small,databricks--dolly-v2-7b,2_options,P1
Misconception,16,92,91,102,84,small,databricks--dolly-v2-7b,2_options,P1
Stereotype,17,108,102,122,97,small,databricks--dolly-v2-7b,2_options,P1
Conspiracy,96,242,168,263,157,small,databricks--dolly-v2-7b,2_options,P2
Controversy,55,166,117,173,114,small,databricks--dolly-v2-7b,2_options,P2
Fact,42,135,103,142,98,small,databricks--dolly-v2-7b,2_options,P2
Fiction,37,69,35,83,34,small,databricks--dolly-v2-7b,2_options,P2
Misconception,44,92,63,102,56,small,databricks--dolly-v2-7b,2_options,P2
Stereotype,45,108,75,122,69,small,databricks--dolly-v2-7b,2_options,P2
Conspiracy,23,242,258,263,239,small,databricks--dolly-v2-7b,2_options,P3
Controversy,16,166,164,173,157,small,databricks--dolly-v2-7b,2_options,P3
Fact,9,135,140,142,133,small,databricks--dolly-v2-7b,2_options,P3
Fiction,12,69,75,83,66,small,databricks--dolly-v2-7b,2_options,P3
Misconception,13,92,94,102,87,small,databricks--dolly-v2-7b,2_options,P3
Stereotype,17,108,115,122,103,small,databricks--dolly-v2-7b,2_options,P3
Conspiracy,95,134,190,263,115,small,databricks--dolly-v2-7b,3_options,P1
Controversy,45,113,117,173,93,small,databricks--dolly-v2-7b,3_options,P1
Fact,39,94,98,142,77,small,databricks--dolly-v2-7b,3_options,P1
Fiction,25,36,45,83,28,small,databricks--dolly-v2-7b,3_options,P1
Misconception,27,53,59,102,43,small,databricks--dolly-v2-7b,3_options,P1
Stereotype,27,70,63,122,54,small,databricks--dolly-v2-7b,3_options,P1
Conspiracy,114,134,233,263,128,small,databricks--dolly-v2-7b,3_options,P2
Controversy,52,113,159,173,110,small,databricks--dolly-v2-7b,3_options,P2
Fact,49,94,129,142,88,small,databricks--dolly-v2-7b,3_options,P2
Fiction,42,36,72,83,33,small,databricks--dolly-v2-7b,3_options,P2
Misconception,47,53,90,102,48,small,databricks--dolly-v2-7b,3_options,P2
Stereotype,48,70,98,122,60,small,databricks--dolly-v2-7b,3_options,P2
Conspiracy,143,134,94,263,52,small,databricks--dolly-v2-7b,3_options,P3
Controversy,87,113,90,173,59,small,databricks--dolly-v2-7b,3_options,P3
Fact,68,94,86,142,57,small,databricks--dolly-v2-7b,3_options,P3
Fiction,36,36,30,83,16,small,databricks--dolly-v2-7b,3_options,P3
Misconception,49,53,35,102,21,small,databricks--dolly-v2-7b,3_options,P3
Stereotype,59,70,62,122,40,small,databricks--dolly-v2-7b,3_options,P3
Conspiracy,90,150,132,263,98,small,databricks--dolly-v2-7b,4_options,P1
Controversy,48,101,99,173,78,small,databricks--dolly-v2-7b,4_options,P1
Fact,41,69,63,142,47,small,databricks--dolly-v2-7b,4_options,P1
Fiction,27,41,34,83,25,small,databricks--dolly-v2-7b,4_options,P1
Misconception,29,57,54,102,42,small,databricks--dolly-v2-7b,4_options,P1
Stereotype,36,84,71,122,60,small,databricks--dolly-v2-7b,4_options,P1
Conspiracy,148,150,38,263,24,small,databricks--dolly-v2-7b,4_options,P2
Controversy,88,101,25,173,22,small,databricks--dolly-v2-7b,4_options,P2
Fact,76,69,22,142,10,small,databricks--dolly-v2-7b,4_options,P2
Fiction,42,41,12,83,7,small,databricks--dolly-v2-7b,4_options,P2
Misconception,55,57,15,102,10,small,databricks--dolly-v2-7b,4_options,P2
Stereotype,82,84,21,122,13,small,databricks--dolly-v2-7b,4_options,P2
Conspiracy,160,150,47,263,21,small,databricks--dolly-v2-7b,4_options,P3
Controversy,96,101,38,173,23,small,databricks--dolly-v2-7b,4_options,P3
Fact,78,69,43,142,19,small,databricks--dolly-v2-7b,4_options,P3
Fiction,49,41,20,83,7,small,databricks--dolly-v2-7b,4_options,P3
Misconception,53,57,21,102,14,small,databricks--dolly-v2-7b,4_options,P3
Stereotype,81,84,26,122,16,small,databricks--dolly-v2-7b,4_options,P3
Conspiracy,10,0,0,263,0,small,databricks--dolly-v2-7b,4_options/option_probs,P1
Controversy,4,0,0,173,0,small,databricks--dolly-v2-7b,4_options/option_probs,P1
Fact,7,0,0,142,0,small,databricks--dolly-v2-7b,4_options/option_probs,P1
Fiction,3,0,0,83,0,small,databricks--dolly-v2-7b,4_options/option_probs,P1
Misconception,5,0,0,102,0,small,databricks--dolly-v2-7b,4_options/option_probs,P1
Stereotype,6,0,0,122,0,small,databricks--dolly-v2-7b,4_options/option_probs,P1
Conspiracy,11,0,0,263,0,small,databricks--dolly-v2-7b,4_options/option_probs,P2
Controversy,5,0,0,173,0,small,databricks--dolly-v2-7b,4_options/option_probs,P2
Fact,7,0,0,142,0,small,databricks--dolly-v2-7b,4_options/option_probs,P2
Fiction,2,0,0,83,0,small,databricks--dolly-v2-7b,4_options/option_probs,P2
Misconception,5,0,0,102,0,small,databricks--dolly-v2-7b,4_options/option_probs,P2
Stereotype,7,0,0,122,0,small,databricks--dolly-v2-7b,4_options/option_probs,P2
Conspiracy,153,0,0,263,0,small,databricks--dolly-v2-7b,4_options/option_probs,P3
Controversy,58,0,0,173,0,small,databricks--dolly-v2-7b,4_options/option_probs,P3
Fact,54,0,0,142,0,small,databricks--dolly-v2-7b,4_options/option_probs,P3
Fiction,43,0,0,83,0,small,databricks--dolly-v2-7b,4_options/option_probs,P3
Misconception,37,0,0,102,0,small,databricks--dolly-v2-7b,4_options/option_probs,P3
Stereotype,55,0,0,122,0,small,databricks--dolly-v2-7b,4_options/option_probs,P3
Conspiracy,2,0,0,263,0,small,lmsys--vicuna-7b-v1.5,2_options,P1
Controversy,0,0,0,173,0,small,lmsys--vicuna-7b-v1.5,2_options,P1
Fact,0,0,0,142,0,small,lmsys--vicuna-7b-v1.5,2_options,P1
Fiction,0,0,0,83,0,small,lmsys--vicuna-7b-v1.5,2_options,P1
Misconception,0,0,0,102,0,small,lmsys--vicuna-7b-v1.5,2_options,P1
Stereotype,2,0,0,122,0,small,lmsys--vicuna-7b-v1.5,2_options,P1
Conspiracy,6,0,0,263,0,small,lmsys--vicuna-7b-v1.5,2_options,P2
Controversy,1,0,0,173,0,small,lmsys--vicuna-7b-v1.5,2_options,P2
Fact,0,0,0,142,0,small,lmsys--vicuna-7b-v1.5,2_options,P2
Fiction,0,0,0,83,0,small,lmsys--vicuna-7b-v1.5,2_options,P2
Misconception,1,0,0,102,0,small,lmsys--vicuna-7b-v1.5,2_options,P2
Stereotype,8,0,0,122,0,small,lmsys--vicuna-7b-v1.5,2_options,P2
Conspiracy,4,0,0,263,0,small,lmsys--vicuna-7b-v1.5,2_options,P3
Controversy,0,0,0,173,0,small,lmsys--vicuna-7b-v1.5,2_options,P3
Fact,0,0,0,142,0,small,lmsys--vicuna-7b-v1.5,2_options,P3
Fiction,0,0,0,83,0,small,lmsys--vicuna-7b-v1.5,2_options,P3
Misconception,1,0,0,102,0,small,lmsys--vicuna-7b-v1.5,2_options,P3
Stereotype,3,0,0,122,0,small,lmsys--vicuna-7b-v1.5,2_options,P3
Conspiracy,36,0,0,263,0,small,lmsys--vicuna-7b-v1.5,3_options,P1
Controversy,14,0,0,173,0,small,lmsys--vicuna-7b-v1.5,3_options,P1
Fact,3,0,0,142,0,small,lmsys--vicuna-7b-v1.5,3_options,P1
Fiction,17,0,1,83,0,small,lmsys--vicuna-7b-v1.5,3_options,P1
Misconception,7,0,0,102,0,small,lmsys--vicuna-7b-v1.5,3_options,P1
Stereotype,20,0,0,122,0,small,lmsys--vicuna-7b-v1.5,3_options,P1
Conspiracy,26,0,0,263,0,small,lmsys--vicuna-7b-v1.5,3_options,P2
Controversy,9,0,0,173,0,small,lmsys--vicuna-7b-v1.5,3_options,P2
Fact,0,0,0,142,0,small,lmsys--vicuna-7b-v1.5,3_options,P2
Fiction,6,0,0,83,0,small,lmsys--vicuna-7b-v1.5,3_options,P2
Misconception,1,0,0,102,0,small,lmsys--vicuna-7b-v1.5,3_options,P2
Stereotype,23,0,0,122,0,small,lmsys--vicuna-7b-v1.5,3_options,P2
Conspiracy,60,0,0,263,0,small,lmsys--vicuna-7b-v1.5,3_options,P3
Controversy,8,0,0,173,0,small,lmsys--vicuna-7b-v1.5,3_options,P3
Fact,1,0,0,142,0,small,lmsys--vicuna-7b-v1.5,3_options,P3
Fiction,1,0,0,83,0,small,lmsys--vicuna-7b-v1.5,3_options,P3
Misconception,1,0,0,102,0,small,lmsys--vicuna-7b-v1.5,3_options,P3
Stereotype,13,0,0,122,0,small,lmsys--vicuna-7b-v1.5,3_options,P3
Conspiracy,3,0,0,263,0,small,lmsys--vicuna-7b-v1.5,4_options,P1
Controversy,0,0,0,173,0,small,lmsys--vicuna-7b-v1.5,4_options,P1
Fact,3,0,0,142,0,small,lmsys--vicuna-7b-v1.5,4_options,P1
Fiction,0,0,0,83,0,small,lmsys--vicuna-7b-v1.5,4_options,P1
Misconception,1,0,0,102,0,small,lmsys--vicuna-7b-v1.5,4_options,P1
Stereotype,5,0,0,122,0,small,lmsys--vicuna-7b-v1.5,4_options,P1
Conspiracy,3,0,0,263,0,small,lmsys--vicuna-7b-v1.5,4_options,P2
Controversy,0,0,0,173,0,small,lmsys--vicuna-7b-v1.5,4_options,P2
Fact,1,0,0,142,0,small,lmsys--vicuna-7b-v1.5,4_options,P2
Fiction,0,0,0,83,0,small,lmsys--vicuna-7b-v1.5,4_options,P2
Misconception,1,0,0,102,0,small,lmsys--vicuna-7b-v1.5,4_options,P2
Stereotype,13,0,0,122,0,small,lmsys--vicuna-7b-v1.5,4_options,P2
Conspiracy,2,0,0,263,0,small,lmsys--vicuna-7b-v1.5,4_options,P3
Controversy,0,0,0,173,0,small,lmsys--vicuna-7b-v1.5,4_options,P3
Fact,2,0,0,142,0,small,lmsys--vicuna-7b-v1.5,4_options,P3
Fiction,0,0,0,83,0,small,lmsys--vicuna-7b-v1.5,4_options,P3
Misconception,1,0,0,102,0,small,lmsys--vicuna-7b-v1.5,4_options,P3
Stereotype,14,0,0,122,0,small,lmsys--vicuna-7b-v1.5,4_options,P3
Conspiracy,3,0,0,263,0,small,lmsys--vicuna-7b-v1.5,4_options/option_probs,P1
Controversy,0,0,0,173,0,small,lmsys--vicuna-7b-v1.5,4_options/option_probs,P1
Fact,3,0,0,142,0,small,lmsys--vicuna-7b-v1.5,4_options/option_probs,P1
Fiction,0,0,0,83,0,small,lmsys--vicuna-7b-v1.5,4_options/option_probs,P1
Misconception,1,0,0,102,0,small,lmsys--vicuna-7b-v1.5,4_options/option_probs,P1
Stereotype,5,0,0,122,0,small,lmsys--vicuna-7b-v1.5,4_options/option_probs,P1
Conspiracy,3,0,0,263,0,small,lmsys--vicuna-7b-v1.5,4_options/option_probs,P2
Controversy,0,0,0,173,0,small,lmsys--vicuna-7b-v1.5,4_options/option_probs,P2
Fact,1,0,0,142,0,small,lmsys--vicuna-7b-v1.5,4_options/option_probs,P2
Fiction,0,0,0,83,0,small,lmsys--vicuna-7b-v1.5,4_options/option_probs,P2
Misconception,1,0,0,102,0,small,lmsys--vicuna-7b-v1.5,4_options/option_probs,P2
Stereotype,13,0,0,122,0,small,lmsys--vicuna-7b-v1.5,4_options/option_probs,P2
Conspiracy,2,0,0,263,0,small,lmsys--vicuna-7b-v1.5,4_options/option_probs,P3
Controversy,0,0,0,173,0,small,lmsys--vicuna-7b-v1.5,4_options/option_probs,P3
Fact,2,0,0,142,0,small,lmsys--vicuna-7b-v1.5,4_options/option_probs,P3
Fiction,0,0,0,83,0,small,lmsys--vicuna-7b-v1.5,4_options/option_probs,P3
Misconception,1,0,0,102,0,small,lmsys--vicuna-7b-v1.5,4_options/option_probs,P3
Stereotype,14,0,0,122,0,small,lmsys--vicuna-7b-v1.5,4_options/option_probs,P3
Conspiracy,19,1,3,263,1,small,h2oai--h2ogpt-oig-oasst1-512-6_9b,2_options,P1
Controversy,6,0,1,173,0,small,h2oai--h2ogpt-oig-oasst1-512-6_9b,2_options,P1
Fact,11,0,0,142,0,small,h2oai--h2ogpt-oig-oasst1-512-6_9b,2_options,P1
Fiction,13,0,0,83,0,small,h2oai--h2ogpt-oig-oasst1-512-6_9b,2_options,P1
Misconception,15,0,1,102,0,small,h2oai--h2ogpt-oig-oasst1-512-6_9b,2_options,P1
Stereotype,14,0,0,122,0,small,h2oai--h2ogpt-oig-oasst1-512-6_9b,2_options,P1
Conspiracy,57,1,0,263,0,small,h2oai--h2ogpt-oig-oasst1-512-6_9b,2_options,P2
Controversy,29,0,0,173,0,small,h2oai--h2ogpt-oig-oasst1-512-6_9b,2_options,P2
Fact,21,0,0,142,0,small,h2oai--h2ogpt-oig-oasst1-512-6_9b,2_options,P2
Fiction,18,0,0,83,0,small,h2oai--h2ogpt-oig-oasst1-512-6_9b,2_options,P2
Misconception,28,0,0,102,0,small,h2oai--h2ogpt-oig-oasst1-512-6_9b,2_options,P2
Stereotype,26,0,0,122,0,small,h2oai--h2ogpt-oig-oasst1-512-6_9b,2_options,P2
Conspiracy,25,1,0,263,0,small,h2oai--h2ogpt-oig-oasst1-512-6_9b,2_options,P3
Controversy,12,0,0,173,0,small,h2oai--h2ogpt-oig-oasst1-512-6_9b,2_options,P3
Fact,13,0,0,142,0,small,h2oai--h2ogpt-oig-oasst1-512-6_9b,2_options,P3
Fiction,13,0,0,83,0,small,h2oai--h2ogpt-oig-oasst1-512-6_9b,2_options,P3
Misconception,22,0,0,102,0,small,h2oai--h2ogpt-oig-oasst1-512-6_9b,2_options,P3
Stereotype,17,0,0,122,0,small,h2oai--h2ogpt-oig-oasst1-512-6_9b,2_options,P3
Conspiracy,26,18,16,263,11,small,h2oai--h2ogpt-oig-oasst1-512-6_9b,3_options,P1
Controversy,17,14,9,173,7,small,h2oai--h2ogpt-oig-oasst1-512-6_9b,3_options,P1
Fact,11,12,9,142,9,small,h2oai--h2ogpt-oig-oasst1-512-6_9b,3_options,P1
Fiction,5,8,6,83,5,small,h2oai--h2ogpt-oig-oasst1-512-6_9b,3_options,P1
Misconception,11,5,9,102,4,small,h2oai--h2ogpt-oig-oasst1-512-6_9b,3_options,P1
Stereotype,9,2,2,122,1,small,h2oai--h2ogpt-oig-oasst1-512-6_9b,3_options,P1
Conspiracy,44,18,9,263,4,small,h2oai--h2ogpt-oig-oasst1-512-6_9b,3_options,P2
Controversy,31,14,3,173,0,small,h2oai--h2ogpt-oig-oasst1-512-6_9b,3_options,P2
Fact,23,12,4,142,1,small,h2oai--h2ogpt-oig-oasst1-512-6_9b,3_options,P2
Fiction,9,8,0,83,0,small,h2oai--h2ogpt-oig-oasst1-512-6_9b,3_options,P2
Misconception,12,5,4,102,1,small,h2oai--h2ogpt-oig-oasst1-512-6_9b,3_options,P2
Stereotype,20,2,21,122,2,small,h2oai--h2ogpt-oig-oasst1-512-6_9b,3_options,P2
Conspiracy,47,18,6,263,2,small,h2oai--h2ogpt-oig-oasst1-512-6_9b,3_options,P3
Controversy,32,14,9,173,2,small,h2oai--h2ogpt-oig-oasst1-512-6_9b,3_options,P3
Fact,26,12,10,142,2,small,h2oai--h2ogpt-oig-oasst1-512-6_9b,3_options,P3
Fiction,8,8,1,83,1,small,h2oai--h2ogpt-oig-oasst1-512-6_9b,3_options,P3
Misconception,12,5,4,102,1,small,h2oai--h2ogpt-oig-oasst1-512-6_9b,3_options,P3
Stereotype,13,2,11,122,2,small,h2oai--h2ogpt-oig-oasst1-512-6_9b,3_options,P3
Conspiracy,0,0,0,263,0,small,h2oai--h2ogpt-oig-oasst1-512-6_9b,4_options,P1
Controversy,0,0,0,173,0,small,h2oai--h2ogpt-oig-oasst1-512-6_9b,4_options,P1
Fact,0,0,0,142,0,small,h2oai--h2ogpt-oig-oasst1-512-6_9b,4_options,P1
Fiction,0,0,0,83,0,small,h2oai--h2ogpt-oig-oasst1-512-6_9b,4_options,P1
Misconception,0,0,0,102,0,small,h2oai--h2ogpt-oig-oasst1-512-6_9b,4_options,P1
Stereotype,0,0,0,122,0,small,h2oai--h2ogpt-oig-oasst1-512-6_9b,4_options,P1
Conspiracy,0,0,0,263,0,small,h2oai--h2ogpt-oig-oasst1-512-6_9b,4_options,P2
Controversy,0,0,0,173,0,small,h2oai--h2ogpt-oig-oasst1-512-6_9b,4_options,P2
Fact,0,0,0,142,0,small,h2oai--h2ogpt-oig-oasst1-512-6_9b,4_options,P2
Fiction,0,0,0,83,0,small,h2oai--h2ogpt-oig-oasst1-512-6_9b,4_options,P2
Misconception,0,0,0,102,0,small,h2oai--h2ogpt-oig-oasst1-512-6_9b,4_options,P2
Stereotype,0,0,0,122,0,small,h2oai--h2ogpt-oig-oasst1-512-6_9b,4_options,P2
Conspiracy,0,0,0,263,0,small,h2oai--h2ogpt-oig-oasst1-512-6_9b,4_options,P3
Controversy,0,0,0,173,0,small,h2oai--h2ogpt-oig-oasst1-512-6_9b,4_options,P3
Fact,0,0,0,142,0,small,h2oai--h2ogpt-oig-oasst1-512-6_9b,4_options,P3
Fiction,0,0,0,83,0,small,h2oai--h2ogpt-oig-oasst1-512-6_9b,4_options,P3
Misconception,0,0,0,102,0,small,h2oai--h2ogpt-oig-oasst1-512-6_9b,4_options,P3
Stereotype,0,0,0,122,0,small,h2oai--h2ogpt-oig-oasst1-512-6_9b,4_options,P3
Conspiracy,0,0,0,263,0,small,h2oai--h2ogpt-oig-oasst1-512-6_9b,4_options/option_probs,P1
Controversy,0,0,0,173,0,small,h2oai--h2ogpt-oig-oasst1-512-6_9b,4_options/option_probs,P1
Fact,0,0,0,142,0,small,h2oai--h2ogpt-oig-oasst1-512-6_9b,4_options/option_probs,P1
Fiction,0,0,0,83,0,small,h2oai--h2ogpt-oig-oasst1-512-6_9b,4_options/option_probs,P1
Misconception,0,0,0,102,0,small,h2oai--h2ogpt-oig-oasst1-512-6_9b,4_options/option_probs,P1
Stereotype,0,0,0,122,0,small,h2oai--h2ogpt-oig-oasst1-512-6_9b,4_options/option_probs,P1
Conspiracy,0,0,0,263,0,small,h2oai--h2ogpt-oig-oasst1-512-6_9b,4_options/option_probs,P2
Controversy,0,0,0,173,0,small,h2oai--h2ogpt-oig-oasst1-512-6_9b,4_options/option_probs,P2
Fact,0,0,0,142,0,small,h2oai--h2ogpt-oig-oasst1-512-6_9b,4_options/option_probs,P2
Fiction,0,0,0,83,0,small,h2oai--h2ogpt-oig-oasst1-512-6_9b,4_options/option_probs,P2
Misconception,0,0,0,102,0,small,h2oai--h2ogpt-oig-oasst1-512-6_9b,4_options/option_probs,P2
Stereotype,0,0,0,122,0,small,h2oai--h2ogpt-oig-oasst1-512-6_9b,4_options/option_probs,P2
Conspiracy,0,0,0,263,0,small,h2oai--h2ogpt-oig-oasst1-512-6_9b,4_options/option_probs,P3
Controversy,0,0,0,173,0,small,h2oai--h2ogpt-oig-oasst1-512-6_9b,4_options/option_probs,P3
Fact,0,0,0,142,0,small,h2oai--h2ogpt-oig-oasst1-512-6_9b,4_options/option_probs,P3
Fiction,0,0,0,83,0,small,h2oai--h2ogpt-oig-oasst1-512-6_9b,4_options/option_probs,P3
Misconception,0,0,0,102,0,small,h2oai--h2ogpt-oig-oasst1-512-6_9b,4_options/option_probs,P3
Stereotype,0,0,0,122,0,small,h2oai--h2ogpt-oig-oasst1-512-6_9b,4_options/option_probs,P3
Conspiracy,22,1,4,263,0,small,WizardLM--WizardMath-7B-V1.0,2_options,P1
Controversy,17,5,3,173,3,small,WizardLM--WizardMath-7B-V1.0,2_options,P1
Fact,23,5,2,142,1,small,WizardLM--WizardMath-7B-V1.0,2_options,P1
Fiction,16,1,1,83,1,small,WizardLM--WizardMath-7B-V1.0,2_options,P1
Misconception,16,10,6,102,4,small,WizardLM--WizardMath-7B-V1.0,2_options,P1
Stereotype,5,2,2,122,1,small,WizardLM--WizardMath-7B-V1.0,2_options,P1
Conspiracy,31,1,3,263,0,small,WizardLM--WizardMath-7B-V1.0,2_options,P2
Controversy,27,5,5,173,3,small,WizardLM--WizardMath-7B-V1.0,2_options,P2
Fact,25,5,4,142,3,small,WizardLM--WizardMath-7B-V1.0,2_options,P2
Fiction,26,1,2,83,1,small,WizardLM--WizardMath-7B-V1.0,2_options,P2
Misconception,24,10,7,102,2,small,WizardLM--WizardMath-7B-V1.0,2_options,P2
Stereotype,11,2,0,122,0,small,WizardLM--WizardMath-7B-V1.0,2_options,P2
Conspiracy,36,1,0,263,0,small,WizardLM--WizardMath-7B-V1.0,2_options,P3
Controversy,38,5,2,173,1,small,WizardLM--WizardMath-7B-V1.0,2_options,P3
Fact,43,5,0,142,0,small,WizardLM--WizardMath-7B-V1.0,2_options,P3
Fiction,29,1,0,83,0,small,WizardLM--WizardMath-7B-V1.0,2_options,P3
Misconception,27,10,0,102,0,small,WizardLM--WizardMath-7B-V1.0,2_options,P3
Stereotype,14,2,1,122,0,small,WizardLM--WizardMath-7B-V1.0,2_options,P3
Conspiracy,66,4,4,263,4,small,WizardLM--WizardMath-7B-V1.0,3_options,P1
Controversy,44,6,2,173,1,small,WizardLM--WizardMath-7B-V1.0,3_options,P1
Fact,16,8,3,142,2,small,WizardLM--WizardMath-7B-V1.0,3_options,P1
Fiction,10,0,0,83,0,small,WizardLM--WizardMath-7B-V1.0,3_options,P1
Misconception,18,1,4,102,1,small,WizardLM--WizardMath-7B-V1.0,3_options,P1
Stereotype,27,7,3,122,3,small,WizardLM--WizardMath-7B-V1.0,3_options,P1
Conspiracy,73,4,13,263,3,small,WizardLM--WizardMath-7B-V1.0,3_options,P2
Controversy,48,6,11,173,1,small,WizardLM--WizardMath-7B-V1.0,3_options,P2
Fact,48,8,27,142,3,small,WizardLM--WizardMath-7B-V1.0,3_options,P2
Fiction,14,0,1,83,0,small,WizardLM--WizardMath-7B-V1.0,3_options,P2
Misconception,25,1,10,102,1,small,WizardLM--WizardMath-7B-V1.0,3_options,P2
Stereotype,39,7,0,122,0,small,WizardLM--WizardMath-7B-V1.0,3_options,P2
Conspiracy,115,4,35,263,2,small,WizardLM--WizardMath-7B-V1.0,3_options,P3
Controversy,79,6,21,173,1,small,WizardLM--WizardMath-7B-V1.0,3_options,P3
Fact,28,8,10,142,4,small,WizardLM--WizardMath-7B-V1.0,3_options,P3
Fiction,26,0,2,83,0,small,WizardLM--WizardMath-7B-V1.0,3_options,P3
Misconception,41,1,5,102,0,small,WizardLM--WizardMath-7B-V1.0,3_options,P3
Stereotype,39,7,4,122,1,small,WizardLM--WizardMath-7B-V1.0,3_options,P3
Conspiracy,48,0,0,263,0,small,WizardLM--WizardMath-7B-V1.0,4_options,P1
Controversy,46,0,0,173,0,small,WizardLM--WizardMath-7B-V1.0,4_options,P1
Fact,42,0,0,142,0,small,WizardLM--WizardMath-7B-V1.0,4_options,P1
Fiction,41,0,0,83,0,small,WizardLM--WizardMath-7B-V1.0,4_options,P1
Misconception,34,0,0,102,0,small,WizardLM--WizardMath-7B-V1.0,4_options,P1
Stereotype,55,0,0,122,0,small,WizardLM--WizardMath-7B-V1.0,4_options,P1
Conspiracy,107,0,0,263,0,small,WizardLM--WizardMath-7B-V1.0,4_options,P2
Controversy,72,0,2,173,0,small,WizardLM--WizardMath-7B-V1.0,4_options,P2
Fact,71,0,2,142,0,small,WizardLM--WizardMath-7B-V1.0,4_options,P2
Fiction,58,0,0,83,0,small,WizardLM--WizardMath-7B-V1.0,4_options,P2
Misconception,54,0,0,102,0,small,WizardLM--WizardMath-7B-V1.0,4_options,P2
Stereotype,77,0,0,122,0,small,WizardLM--WizardMath-7B-V1.0,4_options,P2
Conspiracy,79,0,25,263,0,small,WizardLM--WizardMath-7B-V1.0,4_options,P3
Controversy,71,0,18,173,0,small,WizardLM--WizardMath-7B-V1.0,4_options,P3
Fact,60,0,28,142,0,small,WizardLM--WizardMath-7B-V1.0,4_options,P3
Fiction,25,0,0,83,0,small,WizardLM--WizardMath-7B-V1.0,4_options,P3
Misconception,33,0,2,102,0,small,WizardLM--WizardMath-7B-V1.0,4_options,P3
Stereotype,32,0,1,122,0,small,WizardLM--WizardMath-7B-V1.0,4_options,P3
Conspiracy,0,0,0,263,0,small,WizardLM--WizardMath-7B-V1.0,4_options/option_probs,P1
Controversy,0,0,0,173,0,small,WizardLM--WizardMath-7B-V1.0,4_options/option_probs,P1
Fact,0,0,0,142,0,small,WizardLM--WizardMath-7B-V1.0,4_options/option_probs,P1
